title,id,url,viewCount,date,likes,channelName,channelUrl,numberOfSubscribers,duration,days_since_upload,ReachFactor,EngagementEfficiency,VelocityFactor,ViralityScore
Order Confirmed: Genda Phool | Made In Heaven Season 2 | #primevideoindia,Kwx87P77Whc,https://www.youtube.com/shorts/Kwx87P77Whc,512090,8/6/23 09:08,57000,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:00:45,787,13.14625762,0.111308559,72.42693774,105.9816856
Sobhita Dhulipala Takes A STAND for the RIGHT THING  | Made In Heaven Season 2 | #primevideoindia,Bk_n6DjDP2o,https://www.youtube.com/shorts/Bk_n6DjDP2o,2751937,3/8/25 10:30,43000,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:00:55,207,14.82781595,0.015625358,207.7294686,48.12882565
Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,pytCSxxDvM8,https://www.youtube.com/shorts/pytCSxxDvM8,1688761,2/18/24 13:30,46000,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:00:59,591,14.33950627,0.027238905,77.83417936,30.40144245
Life Lesson: Take Charge! | Made In Heaven Season 2 | Prime Video India,zOd0R4CcZqk,https://www.youtube.com/shorts/zOd0R4CcZqk,960388,8/27/23 08:30,16000,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:00:30,766,13.77509369,0.016659933,20.88772846,4.793569541
Made In Heaven Season 2 Review : The Truth!,TBlOFPsxPsQ,https://www.youtube.com/watch?v=TBlOFPsxPsQ,133573,8/10/23 06:01,4700,Shan Prasher,https://www.youtube.com/@ShanPrasher,442000,00:10:45,784,11.80241091,0.035186752,5.994897959,2.489612202
"Strong Stories, Stronger Brides | Made In Heaven S2 #primevideoindia",vnm6mH4Dbnc,https://www.youtube.com/shorts/vnm6mH4Dbnc,216117,8/15/23 08:14,5700,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:00:30,778,12.28357983,0.026374603,7.326478149,2.373592368
"Made in heaven season 2| wedding scene| Radhika Apte,Shivani Raghuvanshi,Arjun Mathur,Kalki,Shashank",p2GTty4vK1g,https://www.youtube.com/watch?v=p2GTty4vK1g,525596,8/17/23 17:23,8100,Prakash Bansode,https://www.youtube.com/@Shinchya,1640,00:02:18,776,13.17229004,0.015411076,10.43814433,2.118934587
"Bitter Sweet Revenge | Made In Heaven S2 | Sobhita Dhulipala, Jim Sarbh, Kalki Koechlin",F91nUJaonzg,https://www.youtube.com/shorts/F91nUJaonzg,320123,8/3/23 12:30,6500,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:00:30,790,12.6764637,0.020304695,8.227848101,2.117780089
4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,RSiy3QCZ6Sc,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,338139,8/13/23 11:15,6500,Tried&Refused Productions.,https://www.youtube.com/@TriedRefusedProductions,1280000,00:10:17,780,12.73121529,0.019222864,8.333333333,2.039420164
Made in Heaven Season 2 & Dream Girl 2 trailer review | Hot or Miss | Honest Review | MensXP,6rfvN5Az6R8,https://www.youtube.com/watch?v=6rfvN5Az6R8,85000,8/3/23 03:04,2900,MensXP,https://www.youtube.com/@mensxp,1630000,00:10:09,791,11.3504183,0.034117647,3.666245259,1.419751884
Jauhari Ji's Dialoguebaazi | Made In Heaven S2 | #primevideoindia,PIDlUvboRH4,https://www.youtube.com/shorts/PIDlUvboRH4,66068,8/19/23 12:30,2300,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:00:42,774,11.09845493,0.034812617,2.971576227,1.148116806
Yeh Made In Heaven Hai? | Made In Heaven Season 2 | #primevideoindia,U58BTciDLbQ,https://www.youtube.com/shorts/U58BTciDLbQ,170913,8/5/23 12:30,3500,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:00:31,788,12.04891578,0.020478255,4.441624365,1.095929817
"Made In Heaven Season 2 review | Arjun Mathur, Sobhita Dhulipala, Jim Sarbh | Honest Review | MensXP",dg40ww15xSM,https://www.youtube.com/watch?v=dg40ww15xSM,83511,8/12/23 13:30,2400,MensXP,https://www.youtube.com/@mensxp,1630000,00:20:53,781,11.33274561,0.028738729,3.072983355,1.00083597
Made in Heaven Season 2 - Official Trailer | Prime Video India,_lpxWzvII5k,https://www.youtube.com/watch?v=_lpxWzvII5k,22650107,8/1/23 08:30,31000,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:03:23,792,16.93567518,0.001368647,39.14141414,0.907257284
Made In Heaven Season 2 REVIEW | Sucharita Tyagi | Zoya Akhtar | Amazon Prime Video,eWte05Lq-q8,https://www.youtube.com/watch?v=eWte05Lq-q8,91205,8/10/23 12:57,2200,Sucharita Tyagi    ,https://www.youtube.com/@SucharitaTyagi,151000,00:09:10,783,11.42087596,0.024121485,2.809706258,0.774041716
"Rich, Scandalous Families of Made In Heaven S2 | #primevideoindia",zwdtTPhtLLw,https://www.youtube.com/shorts/zwdtTPhtLLw,115274,8/7/23 06:33,2300,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:00:30,787,11.65507586,0.019952461,2.92249047,0.679617699
MADE IN HEAVEN Season 2 - Official Trailer REACTION!,OrhUkKFsvqY,https://www.youtube.com/watch?v=OrhUkKFsvqY,57855,8/2/23 05:00,1500,CineDesi,https://www.youtube.com/@CineDesi,2440000,00:14:06,792,10.96571244,0.025926886,1.893939394,0.538459808
"Dream Girl 2,Made in Heaven Season 2,Ghosh Babur Retirement Plan Trailer Review",EVagJvqPG4s,https://www.youtube.com/watch?v=EVagJvqPG4s,15738,8/1/23 15:42,811,Aritra's Gyan,https://www.youtube.com/@aritrasgyan,179000,00:08:40,792,9.663896988,0.051531325,1.023989899,0.509940233
Bitter Better Together | Made In Heaven S2 | #primevideoindia,UVoRMSlwh84,https://www.youtube.com/shorts/UVoRMSlwh84,48284,8/10/23 13:36,1300,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:00:30,783,10.78487623,0.026924033,1.660280971,0.482099706
The Grandest Baraat Ever! | Made In Heaven S2 | #primevideoindia,oMihRogDSBE,https://www.youtube.com/shorts/oMihRogDSBE,40173,7/28/23 13:30,1200,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:00:45,796,10.6009753,0.029870809,1.507537688,0.477376441
Made in Heaven Season 2: Trended Worldwide! ✨ | #primevideoindia,gXbHUuBCj5M,https://www.youtube.com/shorts/gXbHUuBCj5M,12031,9/5/23 08:30,678,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:00:15,757,9.395325046,0.056354418,0.895640687,0.474213148
Made In Heaven Season 2 Family Ke Sath Mat Dekhna | Review | The 5 Point Review #madeinheaven,PT2Giy9n1_4,https://www.youtube.com/watch?v=PT2Giy9n1_4,38093,8/10/23 08:57,1100,Zain Anwar,https://www.youtube.com/@ZainAnwarrr,179000,00:07:51,783,10.54781207,0.028876697,1.404853129,0.42789855
"Jazz Is A Mood ft. Shivani Raghuvanshi, Shashank Arora | Made In Heaven S2 | #primevideoindia",w9sI76qzRbw,https://www.youtube.com/shorts/w9sI76qzRbw,59770,8/25/23 13:30,1300,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:00:09,768,10.99827587,0.021750042,1.692708333,0.404917771
New Auditor in town | Made In Heaven S2 | #primevideoindia,kiid6cmqav8,https://www.youtube.com/shorts/kiid6cmqav8,26127,8/17/23 05:30,885,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:00:30,777,10.17076282,0.033873005,1.138996139,0.392400456
"One Life, One Meher | Made In Heaven Season 2 | Trinetra Haldar Gummaraju | #primevideoindia",BI3MCOdj3Bw,https://www.youtube.com/shorts/BI3MCOdj3Bw,46226,8/28/23 10:30,1100,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:00:30,765,10.74131932,0.023796132,1.437908497,0.367532076
Made in Heaven Season 2 Review,uwmR-ArLj7w,https://www.youtube.com/watch?v=uwmR-ArLj7w,12494,8/10/23 04:31,546,Aritra's Gyan,https://www.youtube.com/@aritrasgyan,179000,00:07:31,784,9.433083843,0.043700976,0.696428571,0.287092215
With Highs comes Lows | Made In Heaven Season 2 | Prime Video India,AXIZ892-MHY,https://www.youtube.com/shorts/AXIZ892-MHY,16519,8/25/23 10:30,574,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:00:30,768,9.712327047,0.034747866,0.747395833,0.252233119
The Wedding Chaos | Made In Heaven S2 | #primevideoindia,VWc4B3cgxxk,https://www.youtube.com/shorts/VWc4B3cgxxk,25793,8/9/23 12:30,668,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:00:44,784,10.15789719,0.0258985,0.852040816,0.224150038
Made in Heaven Season 2 - Official Trailer | REACTION!!!!,RepGi_pLkA4,https://www.youtube.com/watch?v=RepGi_pLkA4,22505,8/2/23 03:00,592,OUR STUPID REACTIONS,https://www.youtube.com/@Ourstupidreactions,1400000,00:11:51,792,10.02153722,0.026305265,0.747474747,0.197048693
Made In Heaven Season 2 All Episodes Review | Made In Heaven Season 2 Review | Amazon Prime |,0JVAozV1EnA,https://www.youtube.com/watch?v=0JVAozV1EnA,13859,8/10/23 04:43,460,Charcha with bhurani,https://www.youtube.com/@Charchawithbhurani,161000,00:03:37,784,9.536762273,0.033191428,0.586734694,0.185724271
A Made In Heaven Baraat | Made In Heaven S2 | Prime Video India,QKQJvnnl32w,https://www.youtube.com/watch?v=QKQJvnnl32w,921521,7/28/23 10:40,3000,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:01:40,796,13.73378193,0.003255487,3.768844221,0.168505605
MADE IN HEAVEN SEASON 2 -(New Trending Movie) Onny Micheal & Mary Igwe 2023 Latest Nigerian Movie,04qsYfPRUlQ,https://www.youtube.com/watch?v=04qsYfPRUlQ,43405,3/27/23 07:30,788,Nollywoodpicturestv,https://www.youtube.com/@NollywoodPicturestv,2760000,00:26:11,919,10.67835296,0.01815459,0.857453754,0.166226949
Made In Heaven Season 2 All Episodes Review || Made In Heaven Season 2 Review || Faheem Taj,IBnwNYjkSBM,https://www.youtube.com/watch?v=IBnwNYjkSBM,8584,8/10/23 06:56,270,FT Review,https://www.youtube.com/@FTReview,80500,00:03:37,784,9.057771773,0.031453868,0.344387755,0.098116745
Employee Concerns Ft. Vijay Raaz | Made In Heaven S2 | Prime Video India,XhzeEy95B9g,https://www.youtube.com/watch?v=XhzeEy95B9g,168431,8/19/23 07:39,958,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:02:16,774,12.03428739,0.005687789,1.237726098,0.08472048
The Best Wedding Vow | Made In Heaven S2 | Self Love Mantra | Civic Studios #shorts,ZXi6CMUf4rM,https://www.youtube.com/shorts/ZXi6CMUf4rM,2663,2/14/25 12:56,75,Civic Studios ,https://www.youtube.com/@civicstudios,23200,00:00:58,229,7.887584032,0.028163725,0.327510917,0.072754503
Does Sobhita Dhulipala Like Playing Tara Khanna In Made In Heaven Season 2? | #Shorts | News18,TfhcruYB-cE,https://www.youtube.com/shorts/TfhcruYB-cE,22891,8/10/23 17:47,348,CNN-News18,https://www.youtube.com/@cnnnews18,10000000,00:00:38,783,10.03854278,0.015202481,0.444444444,0.067827004
Made In Heaven Season 2 First Ep On Colourism #madeinheaven,DxL4WckCA1c,https://www.youtube.com/shorts/DxL4WckCA1c,20821,9/9/23 14:30,319,HerZindagi Buzz,https://www.youtube.com/@HerZindagi1234,258000,00:00:42,753,9.943765399,0.01532107,0.423638778,0.064540998
"Made In Heaven Season 2|Wedding Scene| Radhika Apte,Shivani Raghuvanshi,ArjunMathur,Kalki, Shashank",wxfvT3Hm1uk,https://www.youtube.com/watch?v=wxfvT3Hm1uk,72146,8/23/23 22:10,562,Vlog With Megha,https://www.youtube.com/@vlogwithmegha10,21500,00:02:34,770,11.18646098,0.00778976,0.72987013,0.063600768
Akshay Pratiksha Wedding  Film Made in heaven season 2| wedding scene,ve5Q_MuE6us,https://www.youtube.com/watch?v=ve5Q_MuE6us,1127,9/9/23 11:34,84,Abhijeet Putage,https://www.youtube.com/@abhijeetputage6176,336,00:02:36,753,7.028201432,0.074534161,0.111553785,0.058436457
 Sobhita Dhulipala & Shivangi Rastogi Kiss and Tell at Made In Heaven Season 2 Trailer Launch ,h8qlC4CsjtU,https://www.youtube.com/shorts/h8qlC4CsjtU,63099,8/2/23 04:30,507,Newstainment Network,https://www.youtube.com/@NewstainmentNetwork,81600,00:00:04,792,11.05247605,0.008034993,0.640151515,0.056849656
"Made In Heaven Season 2 |Ankur Tewari, Lopamudra Bandyopadhyay, Roy",PPXwEZEBezw,https://www.youtube.com/watch?v=PPXwEZEBezw&list=RDPPXwEZEBezw&start_radio=1,29526,9/30/23 07:00,345,SonyMusicIndiaVEVO,https://www.youtube.com/@sonymusicindiaVEVO,57900000,00:03:03,733,10.29306038,0.011684617,0.470668486,0.056607519
Made in heaven season 2 review || ఇంత చెత్త సిరీస్ ఈ మధ్య ఎప్పుడూ చూడలేదు,dEFCHZGw1Dg,https://www.youtube.com/watch?v=dEFCHZGw1Dg,3145,8/16/23 11:23,125,B Talkies Telugu,https://www.youtube.com/@BTalkiesTelugu,12900,00:03:56,777,8.053887084,0.039745628,0.160875161,0.051497233
Why is Mona Singh angry in Made In Heaven Season 2? | Prime Video India,_ejm7F0Yuk4,https://www.youtube.com/watch?v=_ejm7F0Yuk4,51316,11/9/23 09:48,397,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:01:40,692,10.84577736,0.007736379,0.573699422,0.04813742
"Mehendi Song - Made in Heaven Season 2 |Aditi Negi, Balkrishan Sharma, Kanishka Negi",WAolvG2R2EY,https://www.youtube.com/watch?v=WAolvG2R2EY&list=RDWAolvG2R2EY&start_radio=1,25940,10/1/23 07:00,299,SonyMusicIndiaVEVO,https://www.youtube.com/@sonymusicindiaVEVO,57900000,00:02:50,732,10.16358001,0.0115266,0.408469945,0.047852875
Watch Made in Heaven Season 2 with Neo QLED | Samsung,S3FiIbB_Z1E,https://www.youtube.com/shorts/S3FiIbB_Z1E,2326,8/11/23 10:15,103,Samsung India,https://www.youtube.com/@SamsungIndia,5600000,00:00:44,782,7.752335163,0.044282029,0.131713555,0.045215832
Trinetra answered the most searched questions | Made In Heaven Season 2 | Prime Video India,78g6uOK0FIU,https://www.youtube.com/watch?v=78g6uOK0FIU,8360,8/30/23 10:30,173,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:02:00,763,9.031333316,0.02069378,0.226736566,0.042375346
Mrunal Thakur  Made in Heaven Season 2 Episode 2 #mrunalthakur | 2023,Ttllw9RmKjo,https://www.youtube.com/shorts/Ttllw9RmKjo,18470,8/13/23 06:23,249,Dominique Tardy,https://www.youtube.com/@dominiquetardy,1510,00:01:00,781,9.823957214,0.013481321,0.318822023,0.042224764
Made In Heaven Season 2 Update | Made In Heaven Season 2 Release Date | Amazon Prime India |,tc2wNKcTyvM,https://www.youtube.com/watch?v=tc2wNKcTyvM,13037,2/11/21 13:22,306,Charcha with bhurani,https://www.youtube.com/@Charchawithbhurani,161000,00:02:01,1693,9.475623449,0.023471658,0.180744241,0.040199072
Made in Heaven Season 2 Premier Event coverage | HEATBEAT spotlight,VQFo27OgdAc,https://www.youtube.com/watch?v=VQFo27OgdAc,141,8/10/23 07:56,29,HEARTBEATspotlight,https://www.youtube.com/@HeartBeatspotlight,4700,00:20:34,783,4.955827058,0.205673759,0.037037037,0.037751244
Buddhist Wedding || Made In Heaven Season 2 || Wedding Scene  || Jay Bhim  Namo Buddhay |#shorts,5vuD_Y-K7aA,https://www.youtube.com/shorts/5vuD_Y-K7aA,711,8/21/23 12:36,54,Pranay Sahare ,https://www.youtube.com/@pranaysahare1,1870,00:00:50,772,6.568077911,0.075949367,0.069948187,0.034893049
Made In Heaven Season 2 Hot Scenes Timing | Sobhita Dhulipala | Amazon Prime | Web Series Timing |,Xno3yZcdypI,https://www.youtube.com/watch?v=Xno3yZcdypI,216662,8/10/23 05:37,654,Web series Timing,https://www.youtube.com/@WebseriesTiming,51300,00:03:18,784,12.28609843,0.003018527,0.834183673,0.030936464
Made In Heaven Season 2 Explained In Hindi | Made In Heaven Season 2 All Episodes Explained In Hindi,hZQP6lprcYE,https://www.youtube.com/watch?v=hZQP6lprcYE,31767,8/16/23 05:30,264,Movies With Shoaib ,https://www.youtube.com/@movieswithshoaib,2200,00:22:42,778,10.36621477,0.008310511,0.33933162,0.029232924
MiH Season 2 | Guns and Gulaabs | Series Review| Amazon| Netflix| Must watch| Two Series Review,qGF5ir6q91c,https://www.youtube.com/watch?v=qGF5ir6q91c,436,8/27/23 11:41,40,Movies & Series Adda,https://www.youtube.com/@SunilPrajapat-wx6cf,365,00:09:37,766,6.079933195,0.091743119,0.052219321,0.029127521
"So In Love - Made In Heaven S2 |Audio Song |Gaurav Raina,Komorebi,Tarana Marwah",qC7J-N647e0,https://www.youtube.com/watch?v=qC7J-N647e0&list=RDqC7J-N647e0&start_radio=1,22090,10/4/23 07:00,214,SonyMusicIndiaVEVO,https://www.youtube.com/@sonymusicindiaVEVO,57900000,00:02:28,729,10.00292556,0.009687641,0.293552812,0.028446664
"Seasons - Made In Heaven S2 |Audio Song |Gaurav Raina,Komorebi,Tarana Marwah",jIOAoCy0TuU,https://www.youtube.com/watch?v=jIOAoCy0TuU&list=RDjIOAoCy0TuU&start_radio=1,14974,10/3/23 07:00,174,SonyMusicIndiaVEVO,https://www.youtube.com/@sonymusicindiaVEVO,57900000,00:02:43,730,9.614137423,0.011620142,0.238356164,0.026628588
Sobhita Dhulipala & Shivangi Rastogi Poses For Paparazzi At Made In Heaven Season 2 Trailer Launch,2ke1dS9X4SE,https://www.youtube.com/shorts/2ke1dS9X4SE,23297,8/1/23 12:00,220,Newstainment Network,https://www.youtube.com/@NewstainmentNetwork,81600,00:00:17,792,10.0561228,0.009443276,0.277777778,0.02637854
Jim Sarbh on the Made in Heaven Season 2 Trailer Launch | INSTANT BOLLYWOOD EXCLUSIVE,kRxNwRzlIEw,https://www.youtube.com/shorts/kRxNwRzlIEw,3658,8/2/23 07:30,90,Instant Bollywood,https://www.youtube.com/@instantbollywood1,3660000,00:00:25,791,8.204945165,0.024603609,0.113780025,0.022968917
Made in Heaven Season 2 Review | Made in Heaven S 2 Review | Made in Heaven 2 Review | Web Series |,KkUOHEVN8mU,https://www.youtube.com/shorts/KkUOHEVN8mU,11637,8/9/23 11:32,147,All in One by Digvijay Bonawate,https://www.youtube.com/@AllinOnebyDigvijayBonawate,77000,00:01:00,784,9.362030885,0.012632122,0.1875,0.022174184
MADE IN HEAVEN SEASON 2 TRAILER REVIEW AND REACTION #amazonprime #mrunalthakur,_p3RAp5e8xQ,https://www.youtube.com/shorts/_p3RAp5e8xQ,7668,8/1/23 11:13,122,The Flick Talk,https://www.youtube.com/@TheFlickTalkk,1470,00:00:53,792,8.944941508,0.015910276,0.154040404,0.02192249
Made in Heaven Season 2 Episode 6 | Elmira & Wasim | Dia Mirza,oJclyMIxkjI,https://www.youtube.com/watch?v=oJclyMIxkjI,112179,10/19/23 04:30,374,Puneet Gupta Invitations,https://www.youtube.com/@PuneetGuptaInvitations,5800,00:01:03,714,11.62786,0.003333957,0.523809524,0.020306413
"Made In Heaven Season 2 Explained In Hindi | Episode 5, 6 & 7 Explained | Movies With Shoaib",qucgu36_IAk,https://www.youtube.com/watch?v=qucgu36_IAk,8564,8/13/23 12:15,122,Movies With Shoaib ,https://www.youtube.com/@movieswithshoaib,2200,00:17:55,780,9.055439411,0.01424568,0.156410256,0.020177062
"Sobhita Dhulipala, Jim Sarbh & Shashank Arora on Made in Heaven season 2, situationships & more",xG5H-r1rPA8,https://www.youtube.com/watch?v=xG5H-r1rPA8,44005,8/4/23 14:30,254,zoom,https://www.youtube.com/@zoomtv,9690000,00:16:37,789,10.69208127,0.005772071,0.321926489,0.01986784
Thoughts on Made In Heaven Season 2 |SPOILER FILLED| Zoya Akhtar | Sobhita Dhulipala | Arjun Mathur,dnEEYr1Pov0,https://www.youtube.com/watch?v=dnEEYr1Pov0,147,8/13/23 09:51,21,Stage N Stories ,https://www.youtube.com/@Stagenstories,54,00:26:41,780,4.997212274,0.142857143,0.026923077,0.019220047
Best Scenes From Made In Heaven Season 2!,Gve-a5v8Il8,https://www.youtube.com/watch?v=Gve-a5v8Il8,27326,8/19/23 10:42,193,Simrin Gupta,https://www.youtube.com/@Simmyyg,399,00:01:52,774,10.2156305,0.007062871,0.249354005,0.017991309
Made In Heaven Season 2 | Official Trailer | Amazon Prime,cX1qSPHkD7E,https://www.youtube.com/watch?v=cX1qSPHkD7E,54669,10/19/23 05:45,253,Prime Video Singapore,https://www.youtube.com/@primevideosg,84200,00:03:11,714,10.90907039,0.004627851,0.354341737,0.017889139
"Made in Heaven season 2 cast on homosexuality, fun BTS moments; Mona on Laal Singh Chadha's failure",DXel1hLdkT0,https://www.youtube.com/watch?v=DXel1hLdkT0,19789,8/4/23 10:14,160,zoom,https://www.youtube.com/@zoomtv,9690000,00:12:54,789,9.892932039,0.0080853,0.20278834,0.016220496
Made In Heaven Season 2 Explained In Hindi | Episode 3 & 4 Explained | Movies With Shoaib,56t_j2X007I,https://www.youtube.com/watch?v=56t_j2X007I,7302,8/11/23 12:15,101,Movies With Shoaib ,https://www.youtube.com/@movieswithshoaib,2200,00:13:16,782,8.896040502,0.013831827,0.12915601,0.015892452
Elnaaz Norouzi Spotted For Made In Heaven Season 2 Promotion | Bol Bollywood,Z0d5SwhTvGs,https://www.youtube.com/shorts/Z0d5SwhTvGs,785,8/4/23 11:47,37,Bol Bollywood,https://www.youtube.com/@BolBollywood1,193000,00:00:15,789,6.666956792,0.047133758,0.046894804,0.014736163
made in heaven season 2 review |made in heaven season 2 reaction | made in heaven review |,f7PP7W-4GG4,https://www.youtube.com/shorts/f7PP7W-4GG4,4877,8/10/23 09:53,80,Review box by Smit,https://www.youtube.com/@DrSmitMehta,7070,00:00:59,783,8.492490579,0.016403527,0.102171137,0.014233134
Tara's Sneaky Motive  | Made in Heaven Season 2 | Prime Video India,nZxAmzkHY-E,https://www.youtube.com/watch?v=nZxAmzkHY-E,1492893,9/7/23 18:05,1000,Prime Video India,https://www.youtube.com/@PrimeVideoIN,35700000,00:00:30,755,14.21622708,0.00066984,1.324503311,0.012612719
Made In Heaven Season 2 Explained In Hindi | Episode 1 & 2 Explained | Movies With Shoaib,zYHBYVAnaIY,https://www.youtube.com/watch?v=zYHBYVAnaIY,13483,8/10/23 11:00,117,Movies With Shoaib ,https://www.youtube.com/@movieswithshoaib,2200,00:13:28,783,9.509259076,0.008677594,0.149425287,0.0123302
Made in Heaven (2023) Season 2 Webseries Review Tamil | Made in Heaven Season 2 Tamil Review,jwlcon6-OWI,https://www.youtube.com/watch?v=jwlcon6-OWI,2635,8/30/23 14:47,54,Top Cinemas,https://www.youtube.com/@TopCinemasReview,35800,00:03:22,763,7.877017896,0.020493359,0.070773263,0.011424684
Made in Heaven Season 2 Review | Amazon Prime | Made in Heaven 2 Web Series Review | #Shorts,xEoKmmyaRLk,https://www.youtube.com/shorts/xEoKmmyaRLk,4399,8/10/23 03:54,66,Entertainment Reports,https://www.youtube.com/@EntertainmentReports,102000,00:00:45,784,8.38935982,0.01500341,0.084183673,0.010596115
Did you watch made in heaven season 2. Snake gourd dal #cooking #shorts #madeinheaven,rjeoY6tzjWs,https://www.youtube.com/shorts/rjeoY6tzjWs,495,8/11/23 12:00,25,Sivapriya Vaidyanathan,https://www.youtube.com/@Vintagemoods101,1970,00:00:37,782,6.206575927,0.050505051,0.031969309,0.010021209
